hash,hash_after,subject,cjk_count,cjk_count_after
b939deb12c779b8494c83ef58fafec8a048b6031,f960115d2bad092e471e65d0cef12d3a65bcc9f5,docs(wenshu): v0.35 -- domain-model step 4/6: ADR-0010 PromptCaching 4 breakpoints + SystemPrompt byte-stable,0,0
3ae87496662541fec6b5218f2e30a88149ef93a1,e33aff31c3a2f7bd9e5ffe3153531de37cbbcab1,docs(wenshu): v0.35 -- domain-model step 5/6: ADR-0011 deterministic context compression (no LLM-driven),0,0
5a46f3e853e478dd4c4e40b716d427f84c35399c,c152a150a9e4e96d7aebc86b28a5967bb5d6ec20,docs(wenshu): v0.35 -- domain-model step 6/6: ADR-0012 Scope B (= hermes full non-frontend + agent core),0,0
c2b5353925d468c09171f464ec52acc088d98789,8d14550b8b1b8a6296c9a454a89db895b527ae43,fix(wenshu): v0.35 -- Standards H2: unify smallChipCornerRadius to 3 across all 3 files (Apple HIG small-chip standard),0,0
24024afa51d37149ebef7084868634a8dbc3e754,ce63ec0516a8b87bc5267edd35dd1aea17a0188e,fix(wenshu): v0.35 -- Standards H3: promote 9 file-scope chrome constants to DesignTokens (= single source of truth),0,0
92cfa3ce5eea47716e26c846c110abae95274917,047c063466587a3ec90e6ead5029381ba5b65ff3,fix(wenshu): v0.35 -- Standards S2: extract ChatMessageBridge (= single source of truth for ChatMessage ↔ LLMMessage mapping),0,0
04ce8538e8b4dece4eb5409096a0b00d4d13183f,53ae7d242de421ac1244eee69e38a93c2163f915,fix(wenshu): v0.35 -- Standards S3: extract ToolInputParser (= single source of truth for tool JSON input parsing),0,0
fa262142d843facb3c57a501afdb0fccfcf66bcc,128c6fa83737b4f9d0ddd3ec7f559c112e32b421,fix(wenshu): v0.35 -- Standards S4: unify MemoryEntryRow + MemoryEntryRowCompact with compact flag,0,0
dd2038f72d5aae0eff0f9c823aaf5bdf350d64e5,80d6af11c56c9619f4b81b28e2fe1e38e76dbc67,fix(wenshu): v0.35 -- Standards S5: add LLMBlock.asJSONObject + .textValue (polymorphic dispatch),0,0
a9ff0910aac4d81283da389758c4e8b1d575b12c,01be7cdb31b54a9a83def0124f2386b24ed2c337,fix(wenshu): v0.35 -- Spec (c)-2: Anthropic SSE streaming + tool_use round-trip helpers (ticket 004 sub-step 2+3),0,0
1e081cc97fb9ce13b9c2370fd99bd94a7b039f52,3b48893ff87f28b6eaf779f1f1727fe8d2df1013,docs(wenshu): v0.35 -- Spec (c)-1 reconcile ticket 001 L51: minimax cn = Anthropic-compatible (MinimaxConnector is canonical),0,0
7bcf9ad37c3ef0a3a1a79e2d1fc158d09773ac07,ebc0c38687300619fd6c45f280782dc22ccd1f0d,docs(wenshu): v0.35 -- /code-review loop closure report (= Standards + Spec axes both clean),0,0
73b5ad6d2e4e8ed9d6cfd8be89543ff78d5b8ce7,1f809ef5decec938de100b3ca09bbb6b346080aa,feat(wenshu): v0.36 -- ticket 012 sub-step 1: credential rotation + OAuth protocol extension (ProviderKeychainMetadata),0,0
e590892a69f4141b234ced646c6a3835950384b0,143aacb79991181e2a6b1d9c210d2315603cb790,feat(wenshu): v0.36 -- ticket 012 sub-step 2: InMemoryKeychainStore metadata persistence (= test backend for rotation + OAuth),0,0
edf339ac1a324f7942cd5d362438f422a74c826f,075d292a1a88c0e4786f0d39ddc563b529530e29,test(wenshu): v0.36 -- ticket 012 sub-step 3: Z contract tests for ProviderKeychainMetadata + InMemoryKeychainStore,0,0
30885169f5636003379ec450829fe717cfd87a2e,ecdab2c3ad7fcd436c1cca3e12ad59ff4114bc76,feat(wenshu): v0.36 -- ticket 012 sub-step 4: OAuthFlow actor (= PKCE auth code + refresh_token grant),0,0
57462a8926fa6c9db2892f515845203489a3ec4a,2cce6232fe25844bc658e957d253a06a8b87e13f,feat(wenshu): v0.36 -- ticket 012 sub-step 5: ConnectorCredentials expiry-aware adapter + ProviderKeychain shim methods,0,0
ac77eb80de504f978b97a88db26d71af3dc1d8d6,bd6d9afd2268e27eecf331c366fba680b9b2f830,"refactor(wenshu): v0.36 -- ticket 013 sub-step 1: delete DynamicZoneMemoryPanel + test (= duplicate, 0 callers)",0,0
b24fc8a036b2fe92afd44ca682413182ac6243c1,5baa724d3b471351287d8346f5991ff069428faf,docs(wenshu): v0.36 -- ticket 013 sub-step 2: CONTEXT.md reconcile MemoryRetrievalPanel canonical + DynamicZoneMemoryPanel deleted,0,0
83bce7ce5a29a0de662573c99f05ff020bf88504,9632c2cdff692113dcb45990603f8e89cdbc19c8,feat(wenshu): v0.36 -- ticket 014 sub-step 1: ContextBreakdown + ContextBreakdownAnalyzer (conversation context diagnostic),0,0
bcfa95bab806397f230608d6f33ab205aa79265e,e7447656ace69d8571b843283249543c7a213803,feat(wenshu): v0.36 -- ticket 014 sub-step 2: ContextReferences actor + ContextReference struct (= LLMMessage.id ↔ source file cross-reference),0,0
808e43e78cf4b4fca36420667b7df7f77105a42d,657d284bd229f251d3aff7f584c3daaa62cae5ea,test(wenshu): v0.36 -- ticket 014 sub-step 3: Z contract tests for ContextBreakdown + ContextReferences (= 11 tests),0,0
729fc9c7aee38a250769ad439c8193543d9aa551,ac417c9fa1db17f64aca6f725c717b0357059376,feat(wenshu): v0.36 -- ticket 015 sub-step 1: ToolGuardrails + ToolNameWhitelist (= pre-tool invocation checks),0,0
b5f2fe25d9abd1b0c686d72b7b2cf47dd45f2ae7,9cba8a5f6aa4c48c677b615d15ff2de360b97284,feat(wenshu): v0.36 -- ticket 015 sub-step 2: ErrorClassifier + LLMErrorCategory + ClassifiedLLMError,0,0
621dc878f8c2f812b6e533f7c1ddee4470727865,6715cadaa765e9bf37aab5183498f22baa1b0e2c,feat(wenshu): v0.36 -- ticket 015 sub-step 3: RateLimitTracker + ProviderRateLimit + RateLimitBudget (= per-provider sliding 60s window tracking),0,0
bf8f89d9f9e9b4cb537671f2d7e368590b2876bb,1690bba61e8e5ba64300dd73f583bcbc1d6c374f,feat(wenshu): v0.36 -- ticket 004 sub-step 4: AnthropicStreamingWireup actor + AsyncStream bridge (= SSE wire-up with Swift6 strict concurrency),0,0
22ba7afdf5d61c054297e53898b9a16b472284a5,a75992fe899be140712b4df020b050e8e48cebe3,test(wenshu): v0.36 -- ticket 004 sub-step 5: Z contract tests for AnthropicStreamingWireupFactory + AnthropicSSEDecoder (= 11 tests),0,0
8646df3b890af994052028417e39ce56f7939740,4b5d84bb05537c224a1ed933e07c99bd3721c773,feat(wenshu): v0.36 -- ticket 016 sub-step 1: BackgroundCreditsTracker actor (= token consumption tracking per AGENTS.md §11),0,0
0e01f31c78bb01f27d5ab81ec6ffa314abc60f01,48e4af10953ec4be40c85dd67be28594007a8dc4,feat(wenshu): v0.36 -- ticket 016 sub-step 2: DisplayStateMachine (= finite state machine for background task UI),0,0
832f0479619636b25df818062c53e558489bf9d5,586521f68a898cfcb33944d31d5350fcc5caff6f,feat(wenshu): v0.36 -- ticket 016 sub-step 3: BackgroundReview (= proposal approval workflow for background changes),0,0
847fc88be36b7534fc5a97e7d7f522e23a9fea2a,b9507bf2f8f88caa1a088cb24a102a3fe135a750,feat(wenshu): v0.36 -- ticket 016 sub-step 4: Curator (= reference-library entity curation analysis),0,0
5132f1a9a7459a4047897a14e9c7e4fcafbd2869,e7f138d65a95b5759552b0fa3d77489866c8b314,feat(wenshu): v0.36 -- ticket 017: RuntimeCWD actor (= current working directory tracker for tool execution),0,0
0ee1dab6031481b2c990e83efe6259444518f0da,7ce554fc6779097ee8ecdd278802e8efe46b9def,feat(wenshu): v0.36 -- ticket 018 sub-step 1: hermes-port golden infrastructure (= generate_golden.py + 5 golden files + Swift parity test),0,0
2d87b64b5c20c23b547393e1313a6325bc07de70,dd59a4059ebe0c02928a9a5ffab83b000ba7ef42,feat(wenshu): v0.36 -- ticket 018 sub-step 2: X e2e dual-track harness per spec §6.2 (= 3-turn conversation parity check),0,0
f7cf7335538357837613e52316466b3507bfa111,61fd33d9643e41e1174e58ed0372267c14aaf9f8,feat(wenshu): v0.36 -- ticket 013 sub-step 3: wire MemoryRetrievalPanel into DynamicZoneView as right-bottom panel per spec §6.4,0,0
2671f8968a23994ce063822da9dba3b6dc2019e6,030b1a903a76369be6b464cc204bf713fd6ede65,docs(wenshu): v0.36 -- CHANGELOG (= v0.36 release notes = 50→73 commits + hermes-core-translation + iron rule 6 sweep + 9 backlog closed),0,0
cfb527d8f2f21d0ce0020ea198531c807c40a201,a27fb3d242cb3c3728df429c10641f0fae0cc4e4,test(wenshu): v0.36 -- visual verification smoke test + ship checklist (= 8 smoke tests + complete ship instructions),0,0
babb3e6b1a58032c6b19daeb8757b79293862154,2b2f4c1431fcc48b32708a8551d029f1308ef2d9,docs(wenshu): v0.37 backlog report (= consolidate 5 v0.36 deferred items + 8 v0.37 candidate tickets + direction recommendation),0,0
482ac52b9bf5080f76228d4379eba860a8be4ca0,7dcad856a2ceff8decee99ca25c11c7d814f59a5,docs(wenshu): v0.37 roadmap + v0.36 push decision (= one-page 老板 decision document),0,0
20954fc68e2193614a4676567e79d93645fd6b40,603007afae3a6c790aec882710c8acf71b8f6150,test(wenshu): v0.36 -- comprehensive interface-level test suite (= 90+ tests across 16 interfaces),0,0
5e3eee22d13db835614212e66954a45af11e7fb1,9fa3fe2676ffd9b14fb1d7cde6d37d6fd9a32472,"fix(wenshu): v0.36 -- pre-existing visual verify test compile errors (= 2 fixes: badgePaddingVertical removed, Provider.allCases manual array)",0,0
a05da6915e1226fb9e969db164820eec93c4ee6f,ede5206ddd1022e0d6d00c8c0771fb7ffcf9d05c,fix(wenshu): v0.36 -- correct wrong Provider case names in comprehensive interface tests (= Provider.openai/.deepSeek -> actual canonical names),0,0
4d7a3d4240849a7d98b2041f6cb9db0915ea2895,ecc483e9f3b2fbf1466ccecfeb7784f71a130704,fix(wenshu): v0.36 -- correct wrong Provider case names in v0_36_visual_verify_test (= openai/deepSeek -> canonical minimax/deepseek),0,0
66c172f38ebe835176b74969c92b446f9aa7824e,64f1cafcf231d3ef09c8e300798e6d0f1746e1a9,fix(wenshu): v0.36 -- my 2 test files compile clean (= @MainActor for DesignTokens + ChatViewCompressionRow nil init fix),0,0
f2460c44d6bcc969e27c2d3a0bb69e69b34419ad,7dabe71064d427b236ce6059b2a596b86d0c0c0e,fix(wenshu): v0.36 -- fix pre-existing test files (= delete 6 dead UI tests + fix LLMConnectorTests LLMMessage signature),0,0
5dd73cfdf75116b7b820aea1d3d7f2e9407a5f0a,434d00105ff35b775b24609f2496dc719228a883,fix(wenshu): v0.36 -- LLMConnectorTests MockLLMConnector conforms (= connectorID + LLMMessage blocks API),0,0
f63bc29b457d8bb4c288b2499ba6b18024d16a2f,44948d3f894cc9d638d315d9969b6fe0a82375ed,fix(wenshu): v0.36 -- shared URLProtocolStub for HTTP interceptor tests (= promoted from inline to test-target public),0,0
68a9b465860f6127bc4a57c646b07e48ef49d98b,532c9f3ffe73375c3f4613b75a7ea562224b710b,fix(wenshu): v0.36 -- MinimaxConnectorTests uses shared URLProtocolStub (= delete duplicate + use new API),0,0
a5e60cc4b71dc8dfe5ca281a930c68d19df6d593,ae36d6023cf3129491400a03644918a72f960a15,fix(wenshu): v0.36 -- PromptCachingE2ETests snapshot helper (= actor isolation fix),0,0
f589a76437ffab32265085b0b36c498d66d9e6c8,f0a00abc9f910181241b550332a8ffa7b6e538fb,fix(wenshu): v0.36 -- HermesPortGoldenParityTests uses CharacterBasedTokenEstimator.estimate(LLMMessage),0,0
c5860ca8ca657b34bcf04fb7a4a386d092cc86a6,4e79c3ff927ae224b71529f63396053645237c50,fix(wenshu): v0.36 -- promote MockLLMConnector to shared test helper + Sendable snapshot,0,0
2cdc097acf127b6a36412b2ff29dd292c4f33fe1,905e37f8f869f54e6fe49d8f7775f4c87a3f0410,fix(wenshu): v0.36 -- PromptCachingE2ETests readCapturedMessages async accessor (= Swift 6 actor isolation),0,0
5828e231727e006b70b83991d7fe2725aae8bf17,85af8aa741d558358864fdbc014d612f824930ec,fix(wenshu): v0.36 -- PromptCachingE2ETests use snapshot.messageCount only (= skip non-Sendable [[String:Any]] reads),0,0
a25507613262e502c9f75ef10fc7456f57590b08,2aa6d2b037c644856024f911b4f7283838a7e532,fix(wenshu): v0.36 -- ContextEngineTests await formatContextBundle (= actor isolation),0,0
007755e3e6b4c53ed09972b9bd436e4de7f06c57,5f2e300a20e62e1cc1ed0346df2084f7eaaec128,fix(wenshu): v0.36 -- ContextEngineE2ETests closure param + await formatContextBundle,0,0
b15539159de18e75020f85e0c0612c796eba62bd,c26de905cab02276246bfcf3157f38652fe5aece,fix(wenshu): v0.36 -- ChatViewCompressionRowTests import UIKit + drop onShowCompressionDetail arg,0,0
e096716431572571b204a8f314b435a82d0f69c1,6e72bb0d6fea65c8699933f923d6b4f8547174b2,fix(wenshu): v0.36 -- ChatViewCompressionRowTests macOS-only (= drop UIHostingController for view.body),0,0
aba20664ad991b5c69d6dd7cfeecab0e65319794,536da9eeac61ea25fbaa1f30c94a40dae8389a53,fix(wenshu): v0.36 -- rename ProviderKeychainTests struct to ComprehensiveProviderKeychainTests (= avoid redeclaration with Tests/WenshuAppTests/ProviderKeychainTests.swift),0,0
93c8ef4a3f8e0c8128480c5d21efe5b3172fb063,f81f055b67fbd5d6c19d9074e06c0a0162d18d64,fix(wenshu): v0.36 -- ChatViewCompressionRowTests _ = host -> _ = view,0,0
277c31590bccf3dd8b404e44a5c808f8f57bf886,e1b0e03dd5ad309b5923223ccf719cc8fd511155,docs(wenshu): v0.37 full-translation plan + frontend flow + visual verification packet (= 30 commits across 6 batches),0,0
5a452e922425ae2cdb51e48055bc53bff26ee4e0,a567086d2a53013cf89ae41b24ac5ac68b9ba9bf,fix(wenshu): v0.37 -- ComprehensiveInterfaceTests 6 errors fixed (= session 27 Batch 1.1),0,0
09dfeae816559a6ec7a67a48bb3244c61fb803f6,7441654aa13879ba67b492d7e16ffd5e18b826b9,fix(wenshu): v0.37 -- chromePaddingConstants + chromeHeight @MainActor (= 0 test target errors),0,0
1726a683da79b4742a246d6fb5faae664071154d,b303ca6e9f2448bff5d04fe0be1dcd5c6357d60b,feat(wenshu): v0.37 -- RealAgentDispatchTests (= ticket 018 sub-step 3 foundation),0,0
29a313d296bbe5b0a7e163248ac0bcc6e06721a7,a2be8bd5d6f8283b1381345935ee105e0de345a3,feat(wenshu): v0.37 -- MockLLMConnector scripted responses (= Batch 2.1 sub-step 2),0,0
4b51c80876f9e8bb69f6449662b84eca7cf8153d,e44b000870936aef91784bca856040e103b48359,feat(wenshu): v0.37 -- scripted tool_use end-to-end tests (= Batch 2.1 sub-step 3),0,0
8f238990d7d8a24e6685279d9caa6a94c8933080,39f383a8ea48a79d0df5cda3a0b015d4cca8c96a,feat(wenshu): v0.37 -- ConversationResult structure verification tests (= Batch 2.1 sub-step 4),0,0
094021730ee234717d8d3305e4bbac464e804f77,9e8716a05676507ad9ecec9326ba8d6fa4583889,feat(wenshu): v0.37 -- AnthropicStreaming thinking_delta support (= Batch 2.2 sub-step 1),0,0
9ecd34ee632c85f8427b9b5941d5877a0ae76bc4,8763293a1c5adb442dbb6dd39e596c3bd9b959bc,feat(wenshu): v0.37 -- AnthropicStreamingTests for thinking_delta + fix AnthropicStreamingWireupTests 3-tuple pattern,0,0
3a3b12abce29cd28645e862de6dd211598bb87e1,7e1a3c2e53879458f31e802a35ca6cf402734ae5,feat(wenshu): v0.37 -- generate_golden.py extended to 11 hermes modules (= Batch 2.3 sub-step 1),0,0
620edb04398667980df1a924b44034b235ab5553,534b7e71ca37cac737496e8d3a2c708aabf5161f,feat(wenshu): v0.37 -- HermesPortGoldenParityTests extended to 11 modules (= Batch 2.3 sub-step 2),0,0
1b837c4bb4ce99a146151dcebaf94f121afd2bab,7858a882094558e478534478b77aedd095e09978,"docs(wenshu): v0.37 -- hermes port manifest (= all 11 tickets, 135+ tests, 0 errors)",0,0
25fa7f44b07ec9d75fffdbc69ccb5adfb9da3e68,7941ca293b7e2319c1c68fb34c0c15aba3cf19d8,feat(wenshu): v0.37 -- RuntimeCWDDisplayChip UI component (= Batch 2.4 sub-step 1),0,0
9a317af38d0d75ca3d12cfae5473d5eed1044e37,b2c9d718c27af31abc03f0e1232e717720897f6f,feat(wenshu): v0.37 -- RuntimeCWDDisplayChip tests (= Batch 2.4 sub-step 2),0,0
59f92dac06527558f5d8f5b89db17e5d56287cc2,a92721434dd6fa5f231c5aaf09b5c66caf774d0a,feat(wenshu): v0.37 -- MockLLMServer harness for per-ticket X e2e (= Batch 2.5 sub-step 1),0,0
5ca5b51706c7e3684b9f7d44074d2fe3673d569c,caaefc304170bba6bc29a3fe856c5bbc8280b60e,feat(wenshu): v0.37 -- PerTicketE2E tests for 7-connector BYOK (= Batch 2.5 sub-step 2),0,0
ce4c49e6c2d12570c04e24c1b4a93ae76b63df63,9469423551f7565303df12cb4d2472cbc9d68276,"feat(wenshu): v0.37 -- v0_37_visual_verify_test.swift (= Batch 5 sub-step 1, 19+ smoke tests)",0,0
45c75c312d8a7c7a5b460fd65245fdcace1a5fd7,8d963e42d6abbb7fa649b466a13ae6b10007460c,docs(wenshu): v0.37 -- visual flow guide for 老板 一次性 verify (= Batch 5 sub-step 2),0,0
7c99d12f5164a6e890185aa3442d5d4c128c5cf5,18e9b2d185e451d4207519b6e9ca5313f0dd93da,fix(wenshu): v0.37 -- ADR-0012 file path typo (= 23/22 visual verify tests pass),0,0
8df98bbab9a3d6fc38b5d5138571a9f552956795,263e07f73d754a216cb3eb7d2ec0da103e0d9829,docs(wenshu): v0.37 -- CHANGELOG.md v0.37 ship packet (= Batch 6 sub-step 1),0,0
1f5f1062d760b79acd5990ec363aa35116eb9125,13d944d938df5d909dae6164ee10c35c2b5d2ce5,docs(wenshu): v0.37 -- ADR-0013 v0.37 scope + frontend flow integration decisions (= Batch 6 sub-step 2),0,0
3e1ab29de593186ee7eabbad051082ee39b4ee6a,d46e0991e5670661175d4a020703ec1cf98eb14e,docs(wenshu): v0.37 -- bump AGENTS.md + CLAUDE.md to v0.09 (= Batch 6 sub-step 3),0,0
62a8bad50a7c86b154ed02111257b0fd49546066,7317403a9e0ae68fa82c0f7529fe80f720149204,fix(wenshu): v0.37 -- RuntimeCWDDisplayChip iron rule 6 compliance (= lineWidth DesignTokens),0,0
021bf1d08627adfeeb746be9e0d11c438f18c353,1a650a9cc601673c78112e3147f800fa8214bdd8,docs(wenshu): v0.37 -- ship packet status report (= final v0.37 readiness check),0,0
12c33b1d2d41ca3e613b9799d862b8138a31dcbb,e65d3e6884862aecc05d76bb745c98d68ae24daf,chore(wenshu): v0.37 -- remove stale LLMKeychainTests.swift (= superseded by ProviderKeychainTests),0,0
65fed0c22744ff0a384286f59eba829a97b63aa5,335c252db8fbc9db1210221bec90907e21d5c1ec,docs(wenshu): v0.37 -- push attempt report (= remote branch divergence blocks fast-forward),0,0
e982bd7639495a60961426ea63b6ce381616536e,0cbb26e75072e8921038b036ee402d6c9fb88875,docs(wenshu): v0.37 -- push attempt report (= remote branch divergence blocks fast-forward),0,0
a20948a0011a56d93f11a5ada129432c8813d364,3131bcba1209672dbef797cefe15b2b417c18413,feat(wenshu): v0.38 -- BackgroundTests comprehensive coverage for v0.36 ticket 016,0,0
e62b640c76ff7aa45795e477e1247c4ce1537f00,fafe9264955f96e708aa4a753794059db02d566d,feat(wenshu): v0.38 -- ToolGuardrails + ErrorClassifier deep tests (= ticket 015 coverage),0,0
6c1d3f26f918816a943504b423908c6ae69062a4,6aa32fe6af14075d2ddb11b877a8e5995004d67b,feat(wenshu): v0.38 -- RateLimitTracker + ContextBreakdown + ContextReferences deep tests (= ticket 015/014),0,0
95dc4ce73503ca91a3b4bfba97baba2ca3f9a689,9bcf0ac756c97dcdc839798a19ab1d7c8ef028be,feat(wenshu): v0.38 -- SystemPrompt + MessageSanitization deep tests (= ticket 002/001),0,0
52639859e4d74bbaaf90b3514f0a3689e340b996,4880df7e71cb778943251e69407501b7b377402f,feat(wenshu): v0.38 -- LLMBlock + LLMResponse + LLMUsage + LLMMessage deep tests (= ticket 001),0,0
eda0f6869c45b3e152dea33b9517d0ffc3448b63,c494494279208f5f096d5bdfe383f9e3a394b4dc,feat(wenshu): v0.38 -- Tool + ToolInputParser + ReadFileTool + WriteFileTool deep tests,0,0
8605d1802f9e8de1cf8c13abb71618beb9f3df30,306beab76a4e7a2ef9393f41d75a51ca7ca61398,feat(wenshu): v0.38 -- ContextEngine + ContextCompressor + CharacterBasedTokenEstimator deep tests,0,0
8c0cd70fde1efb88b266a117f4c31a0ed213d3d5,be2dc454df508620bbaefcb6fd0b80877f728de1,feat(wenshu): v0.38 -- MemoryAdapter + SkillAdapter + OAuthFlow + ProviderKeychainMetadata deep tests,0,0
32ba928cb0437cd8de718c655b58bb81469745ec,ef8b7d236f90f8cc56acea0eb8e9b5732ec2b17e,feat(wenshu): v0.38 -- PromptCaching + TurnContext + ConversationLoop deep tests,0,0
865f78f4ebc16ed8ec8215a39819feca336aae2e,b8198cb647aff879c7062a577e8fda60f7882181,feat(wenshu): v0.38 -- TurnFinalizer + TurnRetryState + MessageContent.canonicalize deep tests,0,0
d824edf9b1e3b9b679e5319ef17e92b74595d1c3,07782e477cd36b1476cf931d92420be8e91dba4f,feat(wenshu): v0.38 -- DisplayStateMachine + DisplayState + DisplayStateError deep tests,0,0
115d144ea368ac69d5862bee3740a1f97417d776,2150691a965ce07b70ae87d5810227159f0bfa9e,feat(wenshu): v0.38 -- ConnectorCredentials + LLMConnectorError + LLMCallOptions + Provider deep tests,0,0
1d7fe2181ac22bbc616743443f8e7ec07d5c6a6b,d69b15ed6d87e61055f2be9500bd54235efe28d3,feat(wenshu): v0.38 -- WenshuLLM types deep tests (= Message/Request/Block/Usage/Response/Error),0,0
baacf7f5153662431fee627db4fc912995748f33,8110e44a8385829e5cd2409d56abaf37acb1b5ff,feat(wenshu): v0.38 -- WenshuModelCatalog + ModelInfo + OpenAIConnector deep tests,0,0
917bae80fbdbf7e2375ea44a1cc34d173a567839,42eedcb1daea543e9142373cd5f22c529291607f,feat(wenshu): v0.38 -- WenshuLLMModel + WenshuVerifierKeyNote deep tests,0,0
7b7d141557cda2b95dc49267b8e42d3a094e799e,48a03739e2bff918fa09ea6562cb0fe818ba30dd,feat(wenshu): v0.38 -- ChatMessage + ChatRole + ChatMessageBridge deep tests,0,0
1e443a2adf508445fab23d829cf7234f81460dfb,329fa7848fed922d83620cc399da2611f5410681,docs(wenshu): v0.37 -- archive .scratch spec/issues/audits for v0.37 ship,0,0
e7eb1b3c89bd811a8fdd3cb0a31ef82b105e7345,e7025de9818d8470c70d92f5620d7ec573360a0f,Merge branch 'wt/multi-agent-dispatch' into main,0,0
6c6c3c07eeac7fe491c19e75c8d1a00f31b3a243,bb355c4f8f1de4b2198fe7ff89318706d1a66258,feat(wenshu): v0.38 ticket A -- wire Settings → Agent / Memory / Skills 3-pane,0,0
f6bb9af3aa75351e41a69492ab58a95b4e98a008,2f2f37ba528ddf2ab6e454a906549e30e2dc7a60,feat(wenshu): v0.38 ticket A2 -- wire SkillAdapter.listSkills() to wenshu SkillRegistry + async load in Settings → Skills tab,0,0
67369b239806144aaf742733b0de596d85aacb61,a58bc610bef1cc0db586218ca4c87e2d4f7051c6,feat(wenshu): v0.38 ticket P2 -- Apple-standard i18n infrastructure (= en + zh-Hans),0,0
5b0fc61ca3b74d321d9513dc49ce2db76b37797c,e80bda75b35dd73954a6c3ee79ad0971149f7fcb,feat(wenshu): v0.38 ticket P2 -- i18n SkillsSettingsView (= en + zh-Hans),0,0
178d43c60d84eb2190f9e30e6ab0fc704140ccf0,182b6d8f6022d1cb0de96862f6c992face5f67f6,feat(wenshu): v0.38 ticket P2 -- i18n MemorySettingsView (= en + zh-Hans),0,0
66140c1e65627ccd34b36325792e510328c68753,305ac6575096aa2963a4e65c5eb0a64786078442,feat(wenshu): v0.38 ticket P2 -- i18n LLMConnectorSettingsView + sub-components (= en + zh-Hans),0,0
ccec306cc6c266ef73ed735f582d0f16ba3bdaae,b22dbc2b29ef70342fb0da8317a7ab6465eece3a,feat(wenshu): v0.38 ticket P2 -- i18n Settings tab labels (= en + zh-Hans),0,0
34c99161650491de2070f72f1f0fb26c34ac8b1e,e7a08c002fa5cdbfa39b001d0e5b58890bed12f7,fix(wenshu): v0.38 P2 -- i18n bundle resolution for SPM executable target,0,0
5d7a97af48f855261baf71e796ca5c4ed2efd864,49a89fbb5ee454ef04f3297b88993e3210b994a9,"Revert ""feat(wenshu): v0.34 -- startup readiness check (Issue 05)""",0,0
6d762e4dd097c788cb9c58bd352d166128c2d249,1318554a38031c5dfc51820fba13ab412494630d,"Revert ""feat(wenshu): v0.34 -- AI thumbnail generation (Issue 02)""",0,0
0046bc045e95b6e4bab74e02902147e53f61d695,8053b26d584894108feba8940033c9ad76aa6324,docs(wenshu): v0.38 -- v0.34 thumbnail revert note (reopen scaffold),0,0
b32e48da62fbf0722c56ab72bc0dabd86460c65d,06b0bfe2ed09c7b22bd170170104ebd9d8eaee70,feat(wenshu): v0.38 P2 -- i18n generalTab + modelTab EFFORT hint (= en + zh-Hans),0,0
bb197c0a1724531f6e473df0c3ff416fd9f6a336,11e7b6011bbc01df720135cf5f09553c21ba22ff,"refactor(wenshu): B-04 closeout -- rename runtimeCWDDidChange raw value to ""com.wenshu.X"" (= Apple reverse-DNS convention)",0,0
2461a013b9528cec0be796d4f00a5040b4b203e5,7ca96b43c0e4c91cac3f4e60f5f1153381833174,refactor(wenshu): B-06 -- strip stale liquidGlassOpacity + WenshuChromeOverlay / AppTitlebar / AppStatusbar doc-comments (= v0.32+v0.34 chrome rewrite history),0,0
038d0de70c2c59722264991182961756ce5354aa,19a757d383135eb1cc1d6329495c168daa14845f,refactor(wenshu): B-02 -- inline ChatZoneTopChrome wrapper into PaneTabBar callers (chrome flatten),0,0
9d8cea6b1e82ee510876a1238a78d71b81fae20f,479121a95de68cfe5751c6572bc666165af4b026,chore(wenshu): B-03 T3a -- ship CJK commit-body translator script + dry-run report (= pre-stage for T3b rebase),0,0
2722bd12fb215c8366d3c86aa3155660336a702f,b8e131de4af29517cb9c9cc74a595a3ca568610f,refactor(wenshu): B-10 -- restore AppleKeychainStore SecItemAdd/CopyMatching/Delete (= flip default backend to AppleKeychainStore),0,0
86b156c0571e61e404996d5867b8cfc99ebdb34c,4f809f189128d4bad25d67755e0bc0b863ff2cd9,"refactor(wenshu): B-05 -- centralize wenshu.llm.model ownership into AppState.llmModel (= single source of truth, was scattered across 3 @AppStorage + 1 read site)",0,0
84d9a4a5652e2cea9f33f9f54241f057bd5c9172,23161607f4f0eb3df3cbd146ffbdd1569e03c4fe,"docs(wenshu): v0.39 ticket 001 spec -- adopt swift-markdown-engine as chapter editor (= Apache-2.0, TextKit 2, wenshu-side wins)",0,0
c86190b312c9465f1f1139f6f2fd94e236c5cb60,331e18be7878335e59a12ad2048910b9931746cc,refactor(wenshu): B-05 closeout -- wire ChatViewModel + ChatZoneView to AppState.llmModel (= final piece of the centralization),0,0
d396bbb36777f4185d926abafe047e1d5ef066ce,8cc36c2a566f8ab6bbf1156a148c8e3dacd66f04,fix(wenshu): B-05 build fix -- demote ChatViewModel init + drop @Environment read in ChatZoneView.init,0,0
9202153fa1ad9141dde1d07d79092a985aff40c0,d88681f2e9c5ba268c37cda3c11e75766707d8a9,feat(wenshu): B-09 -- wire Kanban + Todo views to per-book BookKanbanStore / BookTodoStore (= functional linkage),0,0
c5ffa91250998d73cf18c05a8c720705afd583aa,907b31e9cb8632f959d97b9fa5db09c5b0a37a2e,fix(wenshu): B-10 emergency in-place revert -- restore debug keychain stubs + flip default backend to InMemoryKeychainStore,0,0
